id,non_wear_percentage,unique_days,enmo_mean,enmo_std,enmo_min,enmo_25%,enmo_50%,enmo_75%,enmo_max,anglez_mean,anglez_std,anglez_min,anglez_25%,anglez_50%,anglez_75%,anglez_max,light_mean,light_std,light_min,light_25%,light_50%,light_75%,light_max,battery_voltage_mean,battery_voltage_std,battery_voltage_min,battery_voltage_25%,battery_voltage_50%,battery_voltage_75%,battery_voltage_max,n_records
03a9019b,0.0,24,0.04263704642653465,0.1136581227183342,0.0,0.0021321355015970767,0.011479228734970093,0.03566831722855568,4.409584999084473,-8.453628540039062,36.96383285522461,-89.7737045288086,-33.88498783111572,-12.330607414245605,10.479559183120728,89.62284088134766,25.037837982177734,110.8504867553711,0.0,1.778592824935913,4.577076196670532,10.53605580329895,2629.5,3849.251953125,162.53414916992188,3098.166748046875,3747.0,3818.0,3964.0,4189.0,404064.0
0417c91e,0.0,48,0.058441195636987686,0.11135049164295197,0.0,0.012035658583045006,0.031590141355991364,0.06677186489105225,4.000617980957031,-0.7965388894081116,32.93855285644531,-89.85065460205078,-23.917738914489746,0.035168394446372986,19.996506690979004,89.68318939208984,123.4449462890625,366.2684631347656,0.0,2.797670364379883,9.06763744354248,33.381309509277344,2642.39990234375,3922.278076171875,129.54312133789062,3680.0,3806.0,3900.0,4021.875,4199.0,287179.0
045a0a94,43.053143,25,0.022215019911527634,0.04802592471241951,0.0,0.0008666441717650741,0.007420205045491457,0.019887426868081093,2.05128812789917,3.468937873840332,43.25973892211914,-89.74718475341797,-22.81636905670166,5.65393590927124,34.434566497802734,89.91161346435547,14.358799934387207,22.701662063598633,0.0,3.0,6.776173114776611,17.600075721740723,1355.4000244140625,3776.4169921875,147.7419891357422,3343.0,3706.0,3759.0,3806.0,4181.0,238207.0
04afb6f9,3.140576,24,0.033536724746227264,0.06372528523206711,0.0,0.001570840715430677,0.009950967039912939,0.04044676758348942,2.5923097133636475,-7.671701431274414,35.79039001464844,-89.6281509399414,-34.49683094024658,-9.221430778503418,14.89993929862976,88.83575439453125,15.987711906433105,39.380218505859375,0.0,2.8788479566574097,7.746666431427002,17.577720165252686,2584.0,3865.489013671875,160.69354248046875,3302.0,3753.0,3831.333251953125,3988.0,4201.0,390364.0
04bb1a76,76.45036,24,0.008860696107149124,0.016882074996829033,0.0,0.0004268773482181132,0.006986228749155998,0.010863193310797215,0.5522365570068359,-40.03774642944336,59.949710845947266,-89.8678970336914,-88.7995376586914,-64.85343933105469,-22.056032180786133,88.91998291015625,11.513945579528809,8.936258316040039,0.0,3.9027352333068848,7.970363140106201,19.35436248779297,89.5999984741211,3924.8720703125,193.76766967773438,3098.166748046875,3838.916748046875,3947.416748046875,4058.0,4164.0,87005.0
04cb2c30,7.194826,35,0.03493065759539604,0.09665784984827042,0.0,0.0011930294567719102,0.009013021364808083,0.028346654027700424,3.3645079135894775,-19.881805419921875,37.410980224609375,-89.72929382324219,-48.48548889160156,-22.772171020507812,2.928938388824463,88.90217590332031,20.59324073791504,84.8603515625,0.0,3.1543209552764893,7.5241379737854,16.552396774291992,2635.39990234375,3832.7119140625,143.7412109375,3366.0,3730.5,3788.0,3930.083251953125,5397.0,548057.0
04d06a9c,0.0,36,0.08799836784601212,0.23912180960178375,0.0,0.008478048257529736,0.026210937649011612,0.07290656119585037,4.8774590492248535,-10.413216590881348,29.353084564208984,-89.58232879638672,-29.835533142089844,-8.483582496643066,7.424647331237793,89.38371276855469,22.73611831665039,76.9020767211914,0.0,3.9375,10.488524436950684,21.5,2629.0,3907.0556640625,127.93738555908203,3724.0,3800.0,3870.0,4005.0,4182.0,244425.0
04f094a8,3.521906,23,0.04431682825088501,0.1638864129781723,0.0,0.0004274388193152845,0.00663658045232296,0.024112580344080925,5.679432392120361,-16.156457901000977,38.54722213745117,-89.8965072631836,-43.890724182128906,-20.05451774597168,3.9655957221984863,89.0876235961914,32.483970642089844,161.81158447265625,0.0,2.5467028617858887,5.667506694793701,12.26716423034668,2634.25,3864.0322265625,147.79881286621094,3359.0,3759.0,3828.0,3976.0,4193.0,376721.0
051680a0,0.0,32,0.0799713134765625,0.19016464054584503,0.0,0.008786030113697052,0.032396040856838226,0.07963978871703148,6.454380035400391,-13.381115913391113,30.72217559814453,-89.69146728515625,-33.05221366882324,-13.348002433776855,2.6137555837631226,89.58312225341797,140.6341094970703,411.0538024902344,0.0,3.0,10.25,46.987308502197266,2652.5,3886.381103515625,128.46920776367188,3722.0,3777.0,3847.0,3979.75,4175.0,287571.0
055156e2,0.0,12,0.04099264740943909,0.11801999807357788,0.0,0.01123269577510655,0.022998915053904057,0.044056911021471024,3.2936112880706787,-21.863908767700195,36.2484130859375,-89.49681091308594,-45.33340358734131,-24.176376342773438,-6.002170085906982,88.98380279541016,27.77857208251953,58.82404708862305,0.0,1.0297476947307587,13.187737941741943,32.656232833862305,1164.199951171875,4093.829833984375,106.29922485351562,3927.5,3935.0,4170.0,4171.83349609375,4185.0,2080.0
059eed01,80.63592,20,0.03886208310723305,0.12954603135585785,0.0,0.0009015393152367324,0.010674952063709497,0.024444810580462217,3.17041015625,-0.6259632110595703,47.77859878540039,-89.97350311279297,-37.763362884521484,14.15894889831543,33.411582946777344,89.26438903808594,95.58937072753906,300.2975158691406,0.0,0.8639551997184753,2.3820292949676514,7.422714829444885,2538.0,3919.3623046875,272.3460388183594,3098.166748046875,3809.25,4035.0,4093.0,4175.0,69152.0
05bbed1b,26.296309,7,0.043545741587877274,0.1383989453315735,0.0,0.00020386616233736277,0.0062686726450920105,0.02686591073870659,4.520691394805908,-14.222489356994629,41.812767028808594,-89.30067443847656,-47.0545539855957,-14.059971809387207,12.691902160644531,88.73942565917969,55.25076675415039,291.66180419921875,0.0,0.9166666865348816,2.8347373008728027,9.485174179077148,2632.25,4064.06640625,62.61481475830078,3953.0,4000.0,4064.0,4121.91650390625,4170.0,72877.0
05db1b9b,25.933329,20,0.04681243747472763,0.17265573143959045,0.0,0.0009068898507393897,0.010412316769361496,0.03356480225920677,6.14790153503418,9.169778823852539,40.56085968017578,-89.91963958740234,-17.57322120666504,12.802424430847168,40.47602081298828,89.5523452758789,42.468475341796875,188.97946166992188,0.0,1.75,5.32616662979126,14.17957878112793,2622.0,3884.49853515625,167.234619140625,3098.166748046875,3788.0,3878.833251953125,4005.0,4181.0,292649.0
05e94f88,97.09556,8,0.01535711158066988,0.04782168194651604,0.0,0.00023410121502820402,0.002612524200230837,0.006648882408626378,2.1639060974121094,-33.97740173339844,45.106407165527344,-88.95124053955078,-73.68457794189453,-32.88946342468262,-2.2110307216644287,85.70082092285156,13.328701972961426,22.190288543701172,0.0,0.1640990749001503,2.761303663253784,9.1837317943573,184.60000610351562,4131.59375,34.83327865600586,3689.0,4117.0,4126.41650390625,4164.33349609375,4174.0,10404.0
063b16fc,16.51096,24,0.030768729746341705,0.08789436519145966,0.0,0.0010961621883325279,0.007420395966619253,0.024042154662311077,3.8215272426605225,-15.326841354370117,40.99345779418945,-89.87594604492188,-46.28391075134277,-17.959909439086914,10.230398654937744,89.63179016113281,73.61949920654297,311.48095703125,0.0,2.8791061639785767,6.369734764099121,15.11769437789917,2635.5,3846.90380859375,148.06838989257812,3372.0,3736.833251953125,3806.0,3964.0,4164.0,329395.0
064e8da5,0.0,38,0.06273800134658813,0.1341201663017273,0.0,0.010468381457030773,0.03009437583386898,0.06329230032861233,3.9862630367279053,-9.32600212097168,28.551416397094727,-89.61943054199219,-29.060291290283203,-8.500035285949707,8.97904634475708,88.3927993774414,48.25984573364258,200.95745849609375,0.0,3.3992937207221985,8.66401720046997,21.594118118286133,2607.199951171875,3878.72021484375,133.5154266357422,3524.0,3772.833251953125,3837.833251953125,3985.583251953125,4179.0,329744.0
0668373f,0.0,18,0.12429904192686081,0.30866581201553345,0.0,0.007505482295528054,0.02988139633089304,0.0966107714921236,11.326200485229492,-8.148931503295898,27.286605834960938,-89.27279663085938,-26.32375717163086,-6.196294784545898,8.598276853561401,89.85283660888672,101.79065704345703,361.68463134765625,0.0,2.593166947364807,8.0,29.0,20445.5,3981.293212890625,100.22394561767578,3824.0,3904.0,3972.833251953125,4070.0,4177.83349609375,166390.0
067b9287,6.3793592,11,0.03334569185972214,0.0722118467092514,0.0,0.000938356519327499,0.010043517220765352,0.03468777146190405,2.3313772678375244,-11.376012802124023,39.07402038574219,-89.65552520751953,-38.63694190979004,-11.915339469909668,13.663938760757446,88.36280822753906,13.370906829833984,56.583614349365234,0.0,2.4248915314674377,5.19457745552063,11.736870765686035,2555.199951171875,3834.062744140625,182.73873901367188,3098.166748046875,3730.0,3812.0,3976.0,4172.0,157780.0
06c8b2fb,0.0,53,0.08626192063093185,0.2075045108795166,0.0,0.010314551182091236,0.03223679959774017,0.08257096260786057,5.1243743896484375,-12.599390983581543,30.05055809020996,-89.69446563720703,-29.9478759765625,-13.897859573364258,0.8947455883026123,89.73143005371094,66.00212860107422,240.66542053222656,0.0,2.25,7.3913044929504395,25.5,2651.5,3905.573974609375,124.18077850341797,3624.0,3795.0,3885.25,3997.416748046875,4175.0,271449.0
06eb8adb,0.0,38,0.06016765907406807,0.13480906188488007,0.0,0.009283001767471433,0.03126895800232887,0.05328502785414457,4.359313488006592,1.3499842882156372,30.531108856201172,-89.11211395263672,-19.31358051300049,0.49148906767368317,22.148518085479736,89.28646087646484,19.90299415588379,103.08277893066406,0.0,1.9821428060531616,5.079732656478882,13.0,2618.60009765625,3850.507568359375,133.41741943359375,3390.0,3747.0,3813.833251953125,3958.0,4153.0,350434.0
070386b2,22.76392,23,0.03332635760307312,0.08389647305011749,0.0,0.001530891575384885,0.01066766120493412,0.03353869169950485,4.0853376388549805,-9.085874557495117,45.860172271728516,-89.30754089355469,-46.67385768890381,-19.159893035888672,29.040038108825684,88.6871337890625,53.39786148071289,243.96568298339844,0.0,3.4548062682151794,6.331891298294067,17.799999237060547,2608.60009765625,3893.562744140625,137.31015014648438,3185.0,3795.0,3865.0,3994.0,4194.0,293806.0
07048067,0.0,37,0.04725195840001106,0.08575231581926346,0.0,0.00674486393108964,0.020941216498613358,0.05876730941236019,5.989659786224365,-1.0933185815811157,32.094810485839844,-89.93383026123047,-20.544055938720703,-2.518683433532715,17.536338806152344,88.86071014404297,22.644886016845703,94.74667358398438,0.0,2.347048759460449,6.493598461151123,20.671229362487793,2582.25,4048.3408203125,97.04873657226562,3812.0,3982.0,4049.5,4134.0,4187.0,63819.0
0720320e,86.284836,16,0.009989358484745026,0.007278712000697851,0.0,0.006185375386849046,0.011027964763343334,0.01365620968863368,0.4359489977359772,-71.73995208740234,22.961162567138672,-87.67766571044922,-81.03131484985352,-79.48155975341797,-67.98441314697266,71.72830963134766,20.99483871459961,0.7174416780471802,0.0,21.0,21.0,21.0,106.25,3878.25439453125,170.80178833007812,3307.0,3730.0,3935.0,4000.0,4149.0,42223.0
0745c390,0.0,37,0.04525230452418327,0.1325758993625641,0.0,0.007953102234750986,0.01925739459693432,0.036047679372131824,5.314874172210693,-7.805897235870361,34.91787338256836,-89.98704528808594,-32.948601722717285,-6.358004093170166,13.095750093460083,89.42222595214844,46.0095329284668,205.86221313476562,0.0,2.5202572345733643,8.230733394622803,24.75,2626.199951171875,4027.514892578125,108.4513168334961,3829.0,3958.0,4029.0,4146.0,4187.0,50458.0
080698b7,0.0,43,0.05355852097272873,0.1111149862408638,0.0,0.00751659763045609,0.022960578091442585,0.05988814402371645,4.304540634155273,-12.183536529541016,30.916486740112305,-89.87187957763672,-32.39901828765869,-13.663671970367432,4.978462815284729,89.48739624023438,109.49754333496094,358.7269287109375,0.0,3.6234548091888428,11.684613227844238,36.75,2631.75,3952.3466796875,115.19261169433594,3759.0,3847.0,3947.0,4046.0,4178.0,170360.0
082df556,50.210804,20,0.029550334438681602,0.0674813836812973,0.0,0.0013454018044285476,0.010681958869099617,0.02809589635580778,1.8393137454986572,-10.871806144714355,38.50343704223633,-89.3376693725586,-36.81164264678955,-10.899047374725342,10.465878248214722,88.7275619506836,93.51270294189453,353.6047058105469,0.0,4.543008923530579,10.877684593200684,26.749711990356445,2632.5,3981.84033203125,113.13246154785156,3706.0,3885.333251953125,3982.0,4076.0,4203.0,195134.0
08577722,93.66511,17,0.05961010232567787,0.1600252240896225,0.0,0.0012249267310835421,0.005468679592013359,0.05519444867968559,3.326157808303833,18.923139572143555,52.8068962097168,-89.30426025390625,-11.23741102218628,24.95233154296875,58.648033142089844,88.35492706298828,91.79513549804688,326.98870849609375,0.0,1.0,7.3371357917785645,28.492666244506836,2583.39990234375,4053.00732421875,113.30191802978516,3502.0,4041.0,4087.0,4123.0,4145.0,19359.0
08660d12,12.561237,23,0.0307905450463295,0.08230344951152802,0.0,0.0019365860207471997,0.013412103056907654,0.027276981621980667,5.155007362365723,-3.9199204444885254,38.416038513183594,-89.20480346679688,-32.77157115936279,-5.897364377975464,22.226354122161865,89.28887939453125,125.34219360351562,409.0769958496094,0.0,1.5,5.0,26.25,2649.0,3853.9033203125,116.36957550048828,3348.0,3771.0,3818.0,3948.583251953125,4152.0,324924.0
089a6b19,0.0,27,0.056687336415052414,0.1200021430850029,0.0,0.007494709454476833,0.02349102683365345,0.06290591508150101,3.09139084815979,-7.474491119384766,30.536510467529297,-89.60674285888672,-27.869686126708984,-6.447506904602051,12.53832721710205,89.50874328613281,17.44656753540039,39.696781158447266,0.0,2.5580246448516846,6.549107074737549,15.642021179199219,1476.800048828125,3977.96484375,89.86563110351562,3796.166748046875,3912.0,3973.083251953125,4058.0,4169.0,165201.0
09331bb8,46.25383,26,0.044523049145936966,0.1178109347820282,0.0,0.0016332344384863973,0.016564102843403816,0.041891828179359436,3.9253323078155518,-21.519271850585938,47.4461555480957,-89.9281005859375,-57.838294982910156,-25.240161895751953,-0.13946937024593353,89.70540618896484,17.963802337646484,46.68962478637695,0.0,1.7599999904632568,7.222222328186035,22.0,2616.0,3867.60205078125,180.1833953857422,3098.166748046875,3771.0,3816.0,4035.0,4187.0,224081.0
0983654b,0.0,31,0.09931143373250961,0.1942177414894104,0.0,0.014759019017219543,0.03712129592895508,0.09517497941851616,4.61789083480835,-8.518156051635742,33.26936721801758,-89.67717742919922,-29.713111400604248,-8.9229154586792,10.992002964019775,88.5105972290039,121.62174987792969,344.8868713378906,0.0,4.611854910850525,19.25,58.47893142700195,2615.5,4117.98828125,56.27550506591797,3906.0,4111.0,4129.0,4152.0,4181.0,26932.0
099e3614,0.0,30,0.07716167718172073,0.16340982913970947,0.0,0.011058320291340351,0.02953983284533024,0.07478189468383789,5.21638822555542,-2.196718215942383,30.405738830566406,-89.6881332397461,-22.285818099975586,-2.0571463108062744,17.043315887451172,89.13204956054688,110.53878784179688,357.0230407714844,0.0,2.5,7.666666507720947,25.0,2650.5,3930.58935546875,122.0685806274414,3750.0,3818.0,3912.0,4027.0,4181.0,220453.0
09b29113,0.0,24,0.04008781537413597,0.0978606641292572,0.0,0.0022164153633639216,0.013212367426604033,0.03663428220897913,7.804427623748779,21.66436004638672,35.93515396118164,-89.37910461425781,3.553409159183502,27.908098220825195,46.75312614440918,89.65538024902344,16.710725784301758,90.27507781982422,0.0,2.303278088569641,4.721311569213867,10.48940396308899,2578.39990234375,3852.8232421875,167.56106567382812,3098.166748046875,3747.0,3819.166748046875,3976.0,4193.0,398268.0
0a418b57,0.0,33,0.056784626096487045,0.13867053389549255,0.0,0.006549045909196138,0.018648209050297737,0.052287787199020386,4.674657821655273,-17.940048217773438,31.710233688354492,-89.8467788696289,-39.841596603393555,-18.342580795288086,1.038353145122528,89.840576171875,34.27212905883789,161.9933319091797,0.0,2.642857074737549,7.5,16.41666603088379,2622.60009765625,3951.493408203125,110.12098693847656,3773.666748046875,3847.0,3942.0,4035.0,4202.0,213423.0
0a431608,0.0,25,0.03808749467134476,0.08499445021152496,0.0,0.004824789939448237,0.013684032950550318,0.03655899129807949,5.320760250091553,16.07373046875,36.097476959228516,-89.27056121826172,-6.948545336723328,17.2232666015625,41.978397369384766,89.79375457763672,38.340763092041016,206.77142333984375,0.0,1.6461567282676697,4.222222328186035,11.174071550369263,2619.60009765625,3932.781494140625,122.14813232421875,3777.0,3818.0,3915.083251953125,4029.0,4195.58349609375,258654.0
0b4014f0,29.171776,43,0.04091084748506546,0.10297565907239914,0.0,0.0003610629792092368,0.013557516504079103,0.03719364572316408,3.589721202850342,-2.7128539085388184,41.40973663330078,-89.77100372314453,-34.09999465942383,-3.534905195236206,26.227588653564453,89.52589416503906,118.3405532836914,359.4646911621094,0.0,2.1333568692207336,4.49080753326416,17.563552856445312,2654.0,3883.21142578125,154.77291870117188,3098.166748046875,3771.0,3876.0,4005.0,4181.0,504524.0
0b50f3fa,28.435564,24,0.05166999250650406,0.19000889360904694,0.0,0.0005762309010606259,0.01213378831744194,0.03392353095114231,5.205941677093506,-2.3171629905700684,39.542808532714844,-89.74010467529297,-31.079277992248535,-1.163678765296936,26.082247734069824,89.56771087646484,37.27198791503906,181.20106506347656,0.0,1.6259927153587341,4.5,10.60875129699707,2648.199951171875,3885.1806640625,155.36444091796875,3196.0,3753.083251953125,3876.0,3999.083251953125,4184.0,284735.0
0b518637,0.0,31,0.07811901718378067,0.20740965008735657,0.0,0.009577665477991104,0.028317667543888092,0.0645693801343441,5.239979267120361,-4.861422061920166,31.981307983398438,-89.4717788696289,-26.544913291931152,-5.090270042419434,14.563965797424316,89.19886016845703,17.415695190429688,106.74571990966797,0.0,1.9039183855056763,4.5,9.920443534851074,2562.800048828125,3938.270263671875,120.55741119384766,3742.0,3829.0,3908.0,4041.0,4190.0,208323.0
0b7d7aec,76.24859,23,0.002177988411858678,0.008230188861489296,0.0,4.123051894566743e-06,2.9486815037671477e-05,0.0008774034213274717,0.24430933594703674,-68.54066467285156,22.603124618530273,-89.79344177246094,-75.40826416015625,-74.01710510253906,-67.7820053100586,82.28968811035156,12.164907455444336,17.059110641479492,0.0,11.5,11.5,11.5,255.10000610351562,3837.209716796875,163.22714233398438,3393.0,3754.0,3806.0,3929.0,4175.0,85061.0
0b7d9da6,0.0,43,0.08308305591344833,0.2038549780845642,0.0,0.01094779884442687,0.03229987248778343,0.07498817890882492,4.807332992553711,-17.523839950561523,29.265775680541992,-89.78705596923828,-37.82517433166504,-17.572961807250977,2.3472365140914917,88.47237396240234,62.73708724975586,297.1004943847656,0.0,2.0618820190429688,5.730769157409668,14.75,2647.0,3932.306884765625,125.34003448486328,3724.0,3818.0,3923.0,4033.75,4186.33349609375,244647.0
0bd89878,0.0,36,0.08806393295526505,0.18663938343524933,0.0,0.013518186286091805,0.03398457169532776,0.07924706302583218,3.983652353286743,18.860057830810547,31.009904861450195,-89.60791778564453,1.3828382790088654,21.586992263793945,40.667802810668945,89.61245727539062,53.999202728271484,220.21273803710938,0.0,1.9591825902462006,5.495782375335693,14.469428777694702,2606.800048828125,3845.724609375,164.7418975830078,3100.0,3741.333251953125,3818.0,3964.0,4185.0,369308.0
0bfe4fc9,13.972485,23,0.036885641515254974,0.12717150151729584,0.0,0.0018645381787791848,0.012553618289530277,0.027948860079050064,5.311954021453857,0.21739260852336884,38.31822967529297,-89.90895080566406,-25.996814727783203,2.1435446739196777,25.228004455566406,89.30590057373047,16.752395629882812,94.47980499267578,0.0,2.1795740127563477,4.8039350509643555,11.375,2623.39990234375,3858.18017578125,145.08926391601562,3413.0,3747.0,3818.0,3976.0,4170.0,328497.0
0c4e2d68,0.0,61,0.07571582496166229,0.1473516970872879,0.0,0.0118149658665061,0.03469168022274971,0.08403053134679794,5.11810302734375,-4.3873820304870605,29.89375877380371,-89.89330291748047,-23.304984092712402,-3.106294870376587,13.479872703552246,89.8924560546875,55.99627685546875,242.10293579101562,0.0,1.6835980415344238,7.080321311950684,20.859821319580078,2625.75,3898.64013671875,132.86997985839844,3129.666748046875,3796.416748046875,3867.833251953125,3997.916748046875,4166.0,231607.0
0c4eabac,0.0,41,0.09365618228912354,0.21989889442920685,0.0,0.009331312961876392,0.028721671551465988,0.07771322131156921,4.550590991973877,-6.007008075714111,38.538265228271484,-89.715576171875,-31.154995918273926,-4.406719207763672,15.255163192749023,89.79439544677734,18.829797744750977,72.77206420898438,0.0,2.0906766653060913,6.599999904632568,15.770748615264893,2592.199951171875,4044.889404296875,99.87411499023438,3753.0,4000.0,4046.0,4122.708251953125,4211.0,83671.0
0c98f822,55.22833,21,0.03924202173948288,0.12679316103458405,0.0,0.001888560364022851,0.01223393902182579,0.026360525749623775,5.677712917327881,-4.164089679718018,46.213016510009766,-89.93181610107422,-36.521910667419434,-1.8183212876319885,27.51801586151123,89.80126190185547,134.8719940185547,417.07763671875,0.0,4.75,9.587956428527832,24.34531259536743,2632.60009765625,3901.456787109375,150.61123657226562,3407.0,3771.0,3935.0,4019.6250610351562,4175.0,166234.0
0cbe4e54,2.3239803,23,0.03586547449231148,0.09698041528463364,0.0,0.000310658011585474,0.011515341699123383,0.033019376918673515,5.036164283752441,-10.693248748779297,41.7625617980957,-89.68910217285156,-41.489943504333496,-16.626107215881348,12.320680379867554,89.45924377441406,18.217134475708008,119.99919891357422,0.0,1.875,4.957460880279541,10.326780319213867,2619.0,3856.78271484375,148.08253479003906,3432.0,3753.0,3818.0,3970.0,4175.0,378880.0
0d01bbf2,0.0,36,0.06154239550232887,0.12936945259571075,0.0,0.007793206023052335,0.027121642604470253,0.06863944977521896,4.5683088302612305,-14.67698860168457,28.848203659057617,-89.82072448730469,-34.63505935668945,-12.874933242797852,2.749032974243164,89.67333221435547,41.468441009521484,180.04605102539062,0.0,1.5,5.495555400848389,21.66666603088379,2659.666748046875,3876.515869140625,121.0273208618164,3706.0,3779.25,3841.0,3970.0,4179.0,269335.0
0d279d77,38.837856,24,0.0413844957947731,0.10725405067205429,0.0,0.0005371477163862437,0.010799109004437923,0.03372717835009098,4.199594974517822,4.341897964477539,40.87934494018555,-89.82032775878906,-25.248311042785645,2.7207555770874023,32.58318328857422,88.7555923461914,15.650623321533203,26.4679012298584,0.0,3.403595209121704,7.017490386962891,16.95838451385498,2343.0,3919.09716796875,129.5552520751953,3231.0,3824.0,3917.0,4012.25,4167.0,238995.0
0d4800c8,2.7331738,23,0.0380500853061676,0.09512058645486832,0.0,0.0003450081712799147,0.012051775120198727,0.03382548503577709,3.9525320529937744,-9.392738342285156,41.28407287597656,-89.7136459350586,-41.48684883117676,-10.772457122802734,17.286757469177246,88.90380096435547,48.89095687866211,222.15560913085938,0.0,1.9137930870056152,5.666324615478516,14.403225898742676,2612.333251953125,3857.6953125,177.31771850585938,3098.166748046875,3741.0,3835.0,3996.666748046875,4197.0,357111.0
